hip;plx;plx_err;ruwe;teff_spec;radius_flame;lum_flame;diam_mas;diam_n
1879;4.1570;0.0240;0.992;4792;;;;
1880;1.5394;0.0177;1.057;3770;;;;
1899;16.5762;0.0248;0.981;6190;1.551;3.198;;
1900;7.2618;0.0407;1.274;;1.878;17.337;;
1905;6.2473;0.0203;0.889;;5.135;47.184;;
1912;8.9755;0.0173;0.938;;2.330;9.414;;
1915;3.7423;0.0272;1.048;4778;10.477;62.861;;
1918;10.2837;0.0566;2.767;6097;2.427;7.957;;
1924;10.3586;0.0455;1.691;5986;2.516;6.097;;
1925;2.2865;0.0237;1.054;;5.156;444.376;;
1936;55.8243;0.0247;0.944;4850;0.725;0.243;;
1939;5.8433;0.0308;0.982;4431;;;;
1941;1.6779;0.0347;1.050;4250;;;;
1948;5.5682;0.0285;0.941;4528;16.219;121.615;;
1952;4.7824;0.1296;2.789;;2.773;166.899;;
1954;35.2622;0.0166;0.993;5725;0.964;0.843;;
1955;27.5171;0.1222;7.812;6013;;;;
1956;3.9121;0.0226;0.985;4559;;;;
1960;3.8102;0.0612;0.828;;;;;
1962;3.0767;0.0260;1.139;4083;;;;
1970;10.2796;0.0200;0.997;5272;3.491;8.422;;
1989;16.1211;0.0373;1.342;;1.332;2.218;;
1996;1.2864;0.0200;0.933;3985;;;;
2006;5.4910;0.0581;1.083;5059;14.899;169.204;;
2008;4.9070;0.0198;0.960;4573;;;;
2013;2.0852;0.0167;0.995;4385;27.808;353.597;;
2019;3.6145;0.0224;1.200;4823;9.936;59.836;;
2020;4.4468;0.0170;0.958;4722;10.444;57.037;;
2021;133.7194;0.2720;3.646;;;;;
2023;7.5753;0.0267;0.916;;1.831;8.775;;
2024;1.0757;0.0223;1.097;4250;;;;
2027;4.7375;0.0373;0.937;;;;;
2032;5.5556;0.0202;1.093;4343;15.203;100.074;;
2036;0.9812;0.0283;1.014;;;;;
2037;2.3913;0.0222;1.109;8745;;;;
2038;4.7890;0.0217;0.952;4615;12.128;56.143;;
2045;4.0869;0.0233;1.072;4827;10.691;66.056;;
2054;4.4203;0.0298;0.917;;;;;
2055;3.4341;0.0209;0.931;4003;;;;
2058;4.6146;0.0529;1.257;7650;3.476;110.521;;
2072;41.7228;0.1358;2.610;;;;;
2074;5.9090;0.0192;1.019;4952;9.106;79.978;;
2079;2.6025;0.0242;0.995;4332;23.022;236.303;;
2080;2.1794;0.0574;1.019;8920;;;;
2083;11.4934;0.0287;1.092;;1.551;4.338;;
2085;0.9912;0.0231;1.094;5984;27.133;787.523;;
2086;3.2623;0.1109;0.937;3789;;;;
2087;2.6991;0.0186;0.843;4384;;;;
2088;4.7598;0.0205;0.901;4874;;;;
2104;1.9538;0.0337;0.961;3730;;;;
2106;3.8981;0.0193;1.130;4183;24.470;210.253;;
2135;14.2752;0.0228;0.958;6400;2.422;8.485;;
2138;7.6661;0.0253;0.920;4562;9.071;31.848;;
2140;2.6865;0.0284;1.014;4941;;;;
2142;6.3282;0.0350;1.005;;2.222;100.842;;
2144;1.8145;0.0204;0.968;3807;;;;
2145;2.9179;0.0228;1.010;4053;29.903;302.891;;
2146;3.0189;0.0227;1.386;4504;;;;
2151;2.9879;0.0334;0.996;8291;;;;
2152;5.8954;0.0233;0.985;4498;;;;
2159;5.3195;0.0420;1.135;4784;17.406;149.943;;
2166;4.6024;0.0232;0.967;4879;;;;
2167;8.7564;0.0292;1.129;6016;2.200;7.428;;
2174;16.3099;0.0246;1.089;6010;1.597;2.904;;
2177;12.3651;0.0217;0.900;5931;1.508;4.228;;
2178;8.1165;0.0232;0.882;;;;;
2180;1.2590;0.0248;0.998;4250;;;3.978;2
2184;9.0442;0.0337;1.130;;2.709;18.698;;
2191;2.1679;0.0231;0.914;;4.563;1103.299;;
2193;3.5596;0.0289;0.970;4744;;;;
2195;3.4430;0.0254;1.011;4456;13.537;82.021;;
2204;11.5668;0.0213;1.006;6233;1.811;5.451;;
2210;5.8984;0.1802;1.883;;;;;
2213;6.8047;0.0332;1.199;4839;10.834;66.460;;
2215;3.5484;0.1217;1.038;;;;;
2218;4.0698;0.0164;0.930;4833;10.605;57.373;;
2219;6.0025;0.2500;2.440;;;;;
2222;1.6602;0.0206;0.957;4009;;;;
2224;3.0731;0.2632;4.954;3944;67.529;1560.492;;
2227;7.7612;0.2577;9.792;4585;;;;
2231;10.5723;0.0224;0.938;6027;2.187;5.495;;
2234;6.7423;0.0836;4.015;;2.493;14.407;;
2239;17.1254;0.0332;1.519;;1.773;4.093;;
2240;7.4208;0.1177;1.919;3949;;;;
2241;5.1747;0.0261;0.968;4789;10.912;58.947;;
2243;5.7439;0.0306;0.923;8024;2.879;57.817;;
2246;14.0455;0.0214;0.844;6316;2.433;7.341;;
2249;2.6703;0.0238;1.025;4119;;;;
2253;3.9615;0.0157;0.982;4680;11.143;56.331;;
2256;8.4969;0.0208;0.966;4657;;;;
2263;4.5733;0.0471;1.035;;4.911;51.853;;
2264;4.2169;0.0266;1.094;4790;10.078;47.086;;
2270;5.4234;0.0290;1.139;4954;13.005;117.393;;
2271;1.3054;0.0482;0.830;4250;;;;
2283;1.8538;0.0248;1.162;3870;;;;
2290;2.1861;0.0300;1.094;4046;;;;
2292;18.3579;0.0250;0.869;5859;1.327;1.874;;
2300;2.5201;0.0252;0.883;4028;42.053;409.901;;
2304;3.3175;0.0208;0.980;4300;;;;
2305;17.2793;0.0252;1.031;5711;1.443;1.893;;
2312;3.8349;0.0334;1.118;4315;;;;
2314;9.3072;0.0329;0.960;6370;2.374;7.085;;
2315;3.1097;0.0297;1.127;4632;19.895;195.405;;
2319;12.5386;0.0209;0.954;6186;1.889;4.858;;
2320;5.8587;0.0192;1.054;4747;10.679;50.298;;
2323;4.7631;0.0249;0.957;4052;;;;
2324;4.3132;0.0242;0.902;4835;10.313;60.672;;
2326;10.1390;0.0214;0.871;6134;2.066;5.543;;
2329;2.5980;0.0270;1.052;;;;;
2330;4.5451;0.0206;0.928;4258;;;;
2332;3.9683;0.0283;0.991;4648;11.459;52.520;;
2333;3.7084;0.0221;1.009;4723;11.101;64.790;;
2336;12.9261;0.0264;1.039;6139;1.996;5.080;;
2337;23.4821;0.0291;1.078;5917;1.675;5.083;;
2340;1.5317;0.0294;1.027;4250;;;;
2343;13.1891;0.0241;0.948;;1.638;4.960;;
2353;5.7713;0.0791;1.154;3931;;;;
2355;16.0963;0.0877;0.962;7082;3.285;26.122;;
2358;14.3242;0.0288;0.990;6195;2.486;9.617;;
2374;3.6064;0.0196;0.958;4388;18.098;150.406;;
2381;18.5351;0.1286;1.259;;2.209;19.827;;
2388;7.4361;0.0256;0.872;;4.697;51.698;;
2389;3.9971;0.0336;1.014;4625;10.696;48.096;;
2392;6.9415;0.0245;1.066;4550;;;;
2393;6.7367;0.0242;0.908;;3.223;17.161;;
2403;10.1840;0.0228;1.006;6369;2.420;7.484;;
2406;6.5703;0.0212;0.911;;2.063;43.283;;
2407;6.6804;0.0207;0.872;;;;;
2409;1.9156;0.0296;0.990;;4.432;1735.342;;
2413;3.7263;0.0181;0.986;4250;9.275;105.420;0.397;1
2415;9.2722;0.0308;0.909;;1.870;29.613;;
2420;5.2366;0.0290;0.991;7776;;;;
2422;26.1414;0.0221;1.143;5072;2.927;4.844;;
2431;7.3897;0.0347;0.956;;2.491;77.755;;
2437;4.5303;0.2410;11.901;5071;8.946;55.863;;
2440;7.6675;0.0204;0.999;4543;11.283;48.228;;
2441;3.4766;0.0227;0.973;4257;20.410;155.873;;
2442;4.6108;0.0227;0.947;;2.552;51.862;;
2446;4.5402;0.0168;1.019;4527;;;;
2453;24.4187;0.0258;0.967;6015;1.150;1.609;;
2455;2.4438;0.0435;0.936;;;;;
2465;3.7992;0.0217;0.996;;;;;
2470;4.5720;0.0213;0.989;4948;7.735;38.378;;
2472;18.4705;0.1326;1.710;;;;;
2473;3.0312;0.0285;0.982;8030;4.729;154.112;;
2474;3.8917;0.0389;0.998;;3.997;494.834;;
2475;8.5954;0.0582;1.124;4531;14.328;80.108;;
2479;11.8951;0.0226;0.915;;1.713;7.789;;
2480;2.9082;0.0219;0.920;4308;;;;
2481;2.0909;0.0198;1.047;3856;;;;
2484;22.8384;0.0861;0.839;;1.922;41.508;;
2489;3.6494;0.0301;1.161;;2.694;58.245;;
2490;3.9884;0.0225;0.896;4369;;;;
2491;3.6560;0.0229;0.951;4215;;;;
2496;9.0875;0.0330;1.017;;1.700;15.860;;
2497;9.6922;0.0562;1.026;4481;;;1.303;1
2498;12.0063;0.0296;0.934;5059;;;;
2503;0.8449;0.0260;0.801;;;;;
2507;4.7185;0.0236;1.084;4653;10.950;55.390;;
2508;6.8027;0.0228;0.937;5037;5.427;16.502;;
2510;9.3141;0.0288;0.994;;1.641;5.917;;
2512;10.3085;0.0237;1.000;6007;2.868;10.939;;
2514;3.5866;0.0336;0.967;;;;;
2517;2.2530;0.0250;1.079;3859;73.557;1912.959;;
2526;3.4118;0.0200;1.015;4445;;;;
2527;;;;4515;;;;
2531;4.7684;0.0282;1.212;4648;8.873;34.421;;
2537;2.3057;0.0197;1.032;4040;52.551;898.168;;
2539;10.2880;0.0281;1.023;;1.853;32.845;;
2543;11.7647;0.0195;0.962;;2.043;8.045;;
2544;13.0443;0.0286;1.023;;1.749;5.557;;
2553;3.0093;0.4100;9.109;;4.968;334.098;;
2557;3.0160;0.0215;0.882;4637;;;;
2560;3.7023;0.0318;0.738;3879;;;;
2565;4.3978;0.0292;0.873;8075;4.189;128.304;;
2568;11.7438;0.0681;0.965;4686;11.276;61.598;;
2572;6.9061;0.0336;1.078;4557;10.784;49.273;;
2573;6.2548;0.0197;0.885;4790;8.997;61.383;;
2576;;;;;;;;
2578;21.6794;0.0683;1.025;;1.686;18.963;;
2583;6.0770;0.0240;0.928;4896;12.457;91.041;;
2587;3.0581;0.0552;1.260;;;;;
2595;8.5679;0.0217;0.982;6371;3.626;20.755;;
2597;9.7270;0.0541;2.138;;2.173;8.070;;
2599;1.0644;0.1627;2.368;;;;;
2607;2.5927;0.0223;0.965;4013;;;;
2611;9.1205;0.0322;0.975;4699;11.075;58.556;;
2612;2.2564;0.0218;0.859;4294;;;;
2616;3.5392;0.0205;0.994;;4.953;77.583;;
2626;12.0143;0.0252;1.021;6187;1.795;4.276;;
2628;6.7567;0.0322;1.023;;;;;
2629;7.1423;0.0259;1.052;;4.692;62.747;;
2646;2.8582;0.0248;0.989;;3.639;99.321;;
2647;4.0370;0.0278;1.017;8811;2.190;72.594;;
2649;2.1138;0.0274;1.358;4009;;;;
2650;8.8651;0.0250;0.973;6370;1.894;7.383;;
2658;6.2766;0.0273;0.967;;2.481;14.871;;
2661;6.2280;0.0691;0.939;4363;24.328;273.290;;
2663;29.4566;0.0325;1.045;6220;1.415;2.248;;
2665;5.6776;0.0415;1.321;;1.894;44.717;;
2668;1.8044;0.0220;0.895;3836;;;;
2682;3.3510;0.0185;0.999;4685;11.787;76.055;;
2684;5.2350;0.0163;1.025;4375;;;;
2688;9.8030;0.0242;0.976;6343;2.254;7.620;;
2695;6.6453;0.0219;0.960;4785;8.279;61.671;;
2696;10.0566;0.0226;0.851;6386;1.710;5.497;;
2697;5.0121;0.0241;0.927;;;;;
2701;6.3560;0.0261;1.135;;3.111;36.890;;
2708;4.3770;0.0207;1.007;4309;21.492;144.190;;
2710;24.7805;0.0270;1.096;6308;1.265;2.313;;
2711;38.8246;0.0466;1.016;6350;1.517;3.239;;
2712;20.9732;0.0238;1.078;6035;1.357;2.111;;
2716;17.5672;0.0176;0.941;6452;1.248;2.121;;
2719;4.3336;0.0738;3.062;;3.442;100.011;;
2723;5.0232;0.0215;1.026;4597;;;;
2734;7.4745;0.0258;1.004;4556;12.746;62.904;;
2745;3.8549;0.0203;0.992;4794;10.983;69.736;;
2753;3.5865;0.0327;1.115;4144;;;;
2756;0.3236;0.0163;0.899;;;;;
2771;2.0757;0.0303;1.077;4051;37.664;374.158;;
2774;3.1349;0.0222;0.913;4339;15.097;119.352;;
2781;7.2226;0.0328;1.029;;1.958;13.112;;
2782;8.0179;0.0259;0.919;;2.078;21.708;;
2787;17.4181;0.0314;0.843;6474;2.794;11.367;;
2789;13.8605;0.0198;0.888;4709;6.604;27.434;;
2794;;;;;;;;
2796;1.2730;0.0219;1.072;4250;;;1.025;1
2802;28.4456;0.0424;0.926;6618;2.017;6.212;;
2813;2.7486;0.0326;0.935;;;;;
2815;10.7295;0.0253;0.913;6534;2.428;8.916;;
2832;24.6069;0.0262;0.934;6167;1.790;4.080;;
2841;17.5585;0.0179;1.016;;1.520;4.538;;
2843;22.3010;0.0310;0.993;6550;1.537;3.464;;
2846;7.5677;0.0259;0.918;4703;10.616;61.162;;
2847;17.5039;0.0273;0.951;6084;1.303;2.078;;
2850;8.5638;0.0230;0.946;;;;;
2851;2.4336;0.0298;0.991;3912;;;;
2852;19.7510;0.0401;0.988;;1.704;7.527;;
2853;13.6634;0.0292;1.012;6500;1.374;2.986;;
2854;6.6398;0.0816;0.932;;4.198;338.838;;
2859;4.4273;0.0174;0.940;4632;;;;
2860;2.3123;0.0447;1.009;8309;3.482;625.536;;
2866;3.2688;0.0470;0.918;;;;;
2873;10.1876;0.0257;0.917;5198;3.148;7.636;;
2876;1.0737;0.0295;1.040;;;;;
2886;;;;;;;;
2888;22.5227;0.0179;0.882;;;;;
2889;4.6499;0.0185;0.925;4382;20.935;202.384;;
2890;0.5063;0.0258;0.954;;;;;
2893;5.5397;0.0263;1.004;;3.030;16.843;;
2896;8.5185;0.0257;1.073;;2.277;8.798;;
2900;4.7240;0.0894;1.014;3842;;;;
2901;3.6522;0.0215;1.015;4112;36.002;315.742;;
2903;3.5167;0.0782;1.042;;4.484;721.759;;
2910;3.9940;0.0237;0.940;4585;;;;
2912;5.6563;0.1474;1.023;;;;;
2917;3.7951;0.0231;1.013;4502;;;;
2920;6.6657;0.3002;2.961;8871;5.610;2288.955;0.311;3
2923;5.4588;0.0315;1.136;;3.204;24.342;;
2926;8.8285;0.0251;1.021;4555;;;;
2935;0.8018;0.3349;5.378;;;;;
2936;7.7399;0.0397;1.503;;2.911;20.048;;
2937;7.0316;0.0167;1.029;4801;11.055;62.240;;
2942;3.1952;0.0652;1.082;5067;31.198;737.125;;
2944;23.8028;0.0198;0.947;5392;1.901;2.591;;
2947;6.1547;0.0196;1.014;;1.858;13.166;;
2948;5.1161;0.0380;1.008;8366;3.179;66.112;;
2954;5.0948;0.0236;0.946;4150;26.488;199.604;;
2955;7.0558;0.0213;1.022;5780;;;;
2957;2.3592;0.0175;0.990;4472;;;;
2962;2.0238;0.0407;0.835;4250;;;;
2965;6.0500;0.0211;0.994;4573;11.480;63.593;;
2966;6.0501;0.0261;0.887;6553;3.141;16.029;;
2968;2.6246;0.0308;0.995;;3.860;1760.789;;
2974;1.7702;0.0237;1.101;3961;;;;
2981;22.1226;0.0262;1.347;6019;1.153;1.700;;
2988;3.7824;0.0238;0.978;4655;12.024;75.463;;
2993;6.1598;0.0239;0.987;;1.777;31.478;;
2994;3.9615;0.0216;0.904;4270;24.549;269.831;;
2997;4.6609;0.0260;1.200;5502;;;;
2998;4.9333;0.0210;1.000;4542;;;;
2999;3.0915;0.0242;1.018;4062;;;;
3001;9.7147;0.0148;0.934;5888;;;;
3002;3.7948;0.0224;0.897;4642;11.575;54.765;;
3006;23.7431;0.0181;1.041;6154;1.300;2.093;;
3010;16.3845;0.0164;0.905;6133;1.601;3.370;;
3018;7.8909;0.0274;1.053;;1.753;10.880;;
3020;12.3476;0.0172;0.922;6151;2.189;6.028;;
3025;4.3762;0.0466;1.026;;;;;
3029;3.5221;0.0242;0.988;4361;;;;
3030;1.0816;0.0177;0.930;4010;;;1.029;1
3031;19.2451;0.1188;2.112;4873;;;2.735;2
3034;2.3442;0.0220;0.887;;;;;
3035;15.6275;0.0203;0.999;;1.673;4.706;;
3042;8.6926;0.2751;10.731;;;;;
3052;9.0691;0.0373;0.992;6792;1.884;6.473;;
3056;2.8103;0.0330;1.113;4029;;;;
3058;3.4183;0.0342;0.998;;3.965;450.405;;
3064;9.1062;0.0257;0.990;7314;1.548;7.703;;
3065;4.6788;0.0195;0.993;4898;8.533;41.819;;
3070;4.0950;0.0280;1.074;4079;24.939;226.074;;
3071;4.3960;0.0382;1.113;;;;;
3078;1.7444;0.0214;0.999;4171;;;;
3083;2.1129;0.0701;1.116;4017;;;;
3084;12.4816;0.0679;3.770;5910;2.564;10.034;;
3086;22.9638;0.0215;1.020;5764;1.430;1.889;;
3092;;;;;;;4.128;2
3093;90.0248;0.0482;0.879;5218;0.928;0.530;0.756;2
3105;2.7657;0.0230;0.983;4343;19.011;161.768;;
3108;4.4839;0.0238;1.059;4688;;;;
3114;7.0290;0.0167;0.992;4298;13.318;54.873;;
3115;13.2067;0.0245;0.983;6296;1.540;3.255;;
3119;19.6327;0.0211;0.898;6277;1.318;2.258;;
3122;14.2226;0.0219;0.886;6516;2.283;7.719;;
3126;4.4494;0.0244;1.002;4645;10.258;53.846;;
3131;5.4464;0.0232;1.378;5304;5.115;26.231;;
3132;30.4324;0.0189;1.015;5927;1.542;2.572;;
3136;5.8490;0.0176;0.991;;3.981;19.320;;
3137;10.3628;0.0344;1.251;4537;;;1.003;2
3138;7.5057;0.0719;0.952;4552;;;;
3142;23.7694;0.0215;1.011;5977;1.664;3.229;;
3159;3.5491;0.0859;3.436;;8.205;103.427;;
3162;4.6383;0.0189;0.924;4682;10.309;52.499;;
3166;6.3044;0.0159;0.986;4534;10.776;46.624;;
3167;3.5944;0.0222;1.059;4632;11.124;70.400;;
3169;15.2495;0.0304;1.252;6051;1.851;3.835;;
3170;39.5912;0.0410;0.860;5939;1.471;2.381;;
3171;1.3527;0.0194;0.957;4250;;;;
3172;5.2492;0.0244;0.910;;2.389;49.010;;
3178;2.4865;0.0173;0.984;4072;;;;
3179;14.0910;0.4988;3.263;;;;5.600;5
3188;5.3382;0.0196;0.942;4844;11.634;79.018;;
3193;5.2623;0.0502;1.157;4552;20.573;226.062;;
3203;37.7924;0.0278;0.979;5839;0.984;0.916;;
3206;55.8412;0.0235;1.048;4988;0.869;0.384;;
3208;4.2668;0.0238;0.968;5009;;;;
3210;22.5738;0.0180;1.082;5701;1.210;1.833;;
3214;16.4440;0.0282;1.000;6441;1.353;2.831;;
3220;4.2900;0.0238;0.939;4701;8.953;46.465;;
3225;5.4802;0.0210;0.987;4720;;;;
3227;7.0041;0.0271;1.053;;1.888;32.615;;
3231;9.4654;0.0665;1.214;4987;11.916;89.915;;
3236;29.9006;0.0269;1.002;6260;1.300;2.242;;
3237;0.5737;0.0514;1.047;;;;;
3240;9.2420;0.0452;0.991;;1.912;22.378;;
3251;2.9578;0.0320;0.992;;5.106;69.956;;
3252;4.3615;0.0207;0.984;4765;10.210;55.393;;
3259;1.5724;0.0208;0.905;3909;;;;
3262;9.3503;0.0218;0.964;;2.741;8.328;;
3265;4.5003;0.0292;1.020;7260;;;;
3266;4.6835;0.2137;6.627;4372;;;;
3267;21.0188;0.0171;0.925;6017;1.639;3.122;;
3272;17.9074;0.0237;0.960;6014;1.230;1.935;;
3273;8.1555;0.0375;1.021;;2.698;10.613;;
3277;14.7697;0.0407;1.043;;2.025;17.592;;
3283;2.0430;0.0206;0.959;4199;;;;
3284;3.0748;0.0516;1.304;8000;;;;
3288;7.3328;0.0230;0.965;;3.277;22.655;;
3290;11.3291;0.0184;0.957;6188;;;;
3293;20.1702;0.0288;1.108;6374;1.490;3.183;;
3296;2.3891;0.0224;0.942;3985;;;;
3299;5.9843;0.0324;1.149;4697;;;;
3310;3.1792;0.0257;1.117;4813;12.528;76.504;;
3316;5.0797;0.0216;1.012;4199;;;;
3324;5.1222;0.0293;1.373;4799;10.190;49.919;;
3326;14.7159;0.0252;0.917;6399;1.422;2.875;;
3329;2.6744;0.0217;1.152;5057;;;;
3330;23.6721;0.0631;1.269;6319;;;;
3331;4.6795;0.0394;1.155;7248;;;;
3334;4.3745;0.0289;0.909;;;;;
3338;3.0554;0.0291;0.904;;;;;
3344;2.7314;0.0188;0.943;3829;;;;
3346;0.6592;0.0279;0.933;;;;;
3347;2.6559;0.0296;0.962;;3.842;291.763;;
3348;3.6708;0.0276;0.952;;;;;
3351;;;;;;;;
3352;14.4141;0.0391;1.171;4337;;;;
3360;4.6542;0.0274;0.992;4673;11.275;66.557;;
3363;2.7619;0.0232;1.080;;;;;
3365;3.7524;0.0188;0.968;3986;;;;
3367;0.3034;0.0132;0.824;;;;;
3369;25.5518;0.0261;1.009;6203;1.491;2.814;;
3371;7.4004;0.0224;1.035;4523;;;;
3380;2.8307;0.0217;1.140;4476;;;;
3385;8.6111;0.0245;0.893;;1.847;208.174;;
3391;23.8256;0.0240;0.975;5635;1.118;1.063;;
3395;3.6280;0.0186;0.915;4845;10.850;67.652;;
3397;5.3237;0.0204;1.054;4718;;;;
3402;3.2665;0.0241;0.919;4355;20.655;176.603;;
3405;12.4614;0.1232;0.940;;;;;
3407;5.8662;0.0297;0.970;;2.867;16.235;;
3413;3.7380;0.0217;1.006;4775;11.366;56.439;;
3414;18.6293;0.1142;0.970;;2.583;23.670;;
3419;;;;;;;5.399;2
3436;17.1038;0.0352;0.993;4650;;;;
3438;13.5819;0.0264;1.052;;1.838;7.603;;
3444;1.1688;0.0230;1.049;4933;;;;
3445;7.0062;0.0168;0.960;4969;8.189;43.592;;
3451;9.0394;0.0159;1.031;6530;2.584;9.420;;
3452;1.8771;0.0210;1.069;4071;;;;
3454;8.4151;0.0299;1.251;;2.468;8.686;;
3455;15.1265;0.1043;1.704;4794;11.171;59.487;;
3456;9.8530;0.0458;1.324;4531;;;1.100;2
3458;4.6068;0.0269;0.895;7572;2.970;27.095;;
3459;8.5323;0.0239;0.996;;2.014;34.370;;
3471;3.2472;0.0258;0.948;;;;;
3472;2.6822;0.0168;1.050;4021;;;;
3473;6.3472;0.0236;0.948;;1.411;23.861;;
3476;1.6190;0.0660;1.982;;;;;
3478;4.4530;0.0783;0.841;;;;;
3479;29.3187;0.0322;1.104;5611;0.960;0.785;;
3483;13.0384;0.0239;0.797;6202;1.882;4.558;;
3489;11.2124;0.0201;0.930;;3.522;20.564;;
3497;45.3559;0.0178;1.037;5609;1.080;1.026;;
3504;0.5116;0.7336;3.123;;;;;
3505;36.8276;0.1016;0.930;;1.583;5.116;;
3506;4.5606;0.0207;1.028;4586;;;;
3509;22.0753;0.0183;0.892;6613;1.421;2.872;;
3517;2.3623;0.0148;0.979;3889;;;;
3521;14.9006;0.0370;1.114;;2.579;15.422;;
3526;4.8933;0.0289;1.172;4674;;;;
3527;21.4214;0.0182;0.926;6181;2.199;6.117;;
3533;26.2707;0.0180;1.021;5562;1.438;1.671;;
3541;4.2640;0.0447;1.183;;;;;
3544;9.2342;0.0586;0.777;8843;3.357;82.205;;
3552;3.4790;0.0555;0.931;3839;;;;
3559;30.8815;0.0328;0.983;5766;1.796;3.116;;
3568;6.1902;0.0267;0.971;;2.240;17.166;;
3569;5.3837;0.0393;1.048;;3.112;22.775;;
3572;10.6528;0.0511;0.986;;2.925;41.083;;
3574;7.4492;0.0259;0.998;4931;5.088;14.329;;
3576;10.3293;0.0258;0.847;;2.855;18.417;;
3578;24.8484;0.4702;24.865;5717;;;;
3583;66.4509;0.0446;0.961;5842;0.994;0.935;;
3584;1.0459;0.0187;0.936;;;;;
3585;2.1796;0.0223;1.092;4050;;;;
3588;63.5938;0.0227;0.974;4095;;;;
3589;20.6067;0.0206;0.960;;1.163;1.554;;
3590;2.5855;0.0196;0.954;4479;;;;
3591;6.7821;0.0243;0.922;4863;;;;
3593;8.3453;0.0221;0.901;6572;3.082;14.334;;
3597;17.9002;0.0231;1.040;6255;1.350;2.410;;
3604;6.0502;0.0484;1.007;;3.261;141.793;;
3607;10.4672;0.0783;1.130;4804;;;;
3610;11.2253;0.0234;1.087;5488;2.622;6.772;;
3611;5.9672;0.0209;0.819;7624;;;;
3614;5.7311;0.0296;0.994;;2.680;19.699;;
3617;14.3011;0.0207;1.018;4936;3.653;7.390;;
3620;5.2124;0.0220;1.125;4603;;;;
3621;6.1499;0.0302;1.063;;;;;
3632;4.5662;0.1428;1.113;;;;;
3634;2.0079;0.0162;1.044;3767;;;;
3637;7.6979;0.0241;1.103;4399;10.863;42.115;;
3638;4.0939;0.0221;1.153;4557;;;;
3640;9.7362;0.0197;1.105;;2.104;6.759;;
3641;24.1865;0.0185;0.981;6610;1.542;3.899;;
3649;1.5021;0.0193;0.895;5203;;;;
3650;8.6803;0.0252;1.153;;3.876;17.928;;
3670;3.4015;0.0233;1.083;4731;11.170;63.032;;
3672;6.4199;0.0248;0.974;7830;2.501;18.889;;
3685;9.7863;0.0311;0.994;;3.420;30.244;;
3692;1.7821;0.0214;1.033;4269;35.476;579.361;;
3693;18.0083;0.1604;2.198;;;;3.451;2
3698;2.9776;0.0207;1.023;4074;;;;
3704;19.7334;0.0230;0.973;5649;1.196;1.603;;
3705;3.8659;0.0272;0.988;7963;3.672;46.914;;
3708;2.6684;0.0273;1.117;3855;;;;
3713;3.8078;0.0772;1.868;;;;;
3715;2.5401;0.0204;0.978;4168;35.423;452.407;;
3717;8.9278;0.0568;0.979;4318;;;;
3719;5.4938;0.0260;1.184;4657;11.838;71.040;;
3721;4.1495;0.0574;0.857;8696;;;;
3725;2.1346;0.0214;0.988;4226;;;;
3730;15.7885;0.0270;1.048;6327;2.465;8.105;;
3734;12.2153;0.0315;0.928;6093;1.927;4.541;;
3736;3.8214;0.0404;1.030;7700;;;;
3740;7.0341;0.0241;1.132;6316;3.153;11.963;;
3755;5.6756;0.0157;0.957;4885;10.403;54.223;;
3760;5.4954;0.0371;1.021;4560;19.412;189.825;;
3763;2.1462;0.0221;0.979;4024;;;;
3765;134.4948;0.0578;1.081;4924;0.773;0.300;0.868;1
3767;4.0483;0.0160;0.953;4590;;;;
3771;3.5648;0.0377;1.111;;2.473;128.748;;
3779;1.5997;0.0226;1.057;3989;;;;
3781;15.0420;0.0723;0.942;4226;;;;
3784;7.5803;0.0216;0.885;;1.471;23.328;;
3786;10.8577;0.1787;4.283;;36.646;405.301;4.217;2
3792;3.8643;0.0342;1.158;4689;10.828;58.104;;
3796;6.0669;0.0164;0.996;4904;8.519;41.831;;
3798;2.7027;0.0385;1.032;;;;;
3800;1.7476;0.0272;1.064;4124;;;;
3804;6.9402;0.0768;1.857;;2.122;10.929;;
3805;6.8316;0.0269;1.120;;2.304;11.868;;
3807;7.8938;0.0212;1.093;5171;8.973;50.327;;
3810;42.7505;0.1117;1.007;;1.829;4.306;;
3811;5.5870;0.0212;0.932;4829;7.692;35.484;;
3817;5.2342;0.0196;1.043;4488;;;;
3820;3.2291;0.0386;0.967;;;;;
3821;;;;;;;1.758;2
3823;2.7834;0.0271;1.124;4064;;;;
3824;7.0312;0.0201;0.978;4948;5.471;22.517;;
3825;1.6042;0.3580;13.395;5235;31.519;716.335;;
3830;6.0627;0.0250;1.228;4971;;;;
3832;18.8407;0.0159;0.899;6410;1.260;2.199;;
3833;2.3350;0.0218;0.995;3708;;;;
3834;18.1441;0.0422;1.006;4954;5.073;13.523;;
3840;6.3053;0.0193;1.001;4714;9.251;50.452;;
3849;9.9817;0.0798;1.220;4304;15.740;120.144;;
3850;53.0526;0.0282;0.933;5410;0.822;0.455;0.390;1
3854;5.5350;0.0232;1.016;4705;9.810;57.249;;
3858;4.7176;0.0321;0.970;;5.508;109.811;;
3861;4.8910;0.0209;1.001;4486;;;;
3869;2.0437;0.0262;1.029;4018;;;;
3874;2.3422;0.0243;0.952;4346;23.538;255.610;;
3876;46.4272;0.0165;0.962;5130;0.839;0.376;;
3881;5.7868;0.1857;1.142;;5.374;808.980;1.121;1
